@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3'

@attribute 'filtered-0-unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-petal width in cm' {'\'(-inf-0.020833]\'','\'(0.020833-0.0625]\'','\'(0.0625-0.1875]\'','\'(0.1875-0.479167]\'','\'(0.479167-0.520833]\'','\'(0.520833-0.604167]\'','\'(0.604167-0.729167]\'','\'(0.729167-0.8125]\'','\'(0.8125-0.895833]\'','\'(0.895833-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.625,'\'(0.1875-0.479167]\'',5,1.6,Iris-setosa
0.75,'\'(0.0625-0.1875]\'',5.1,1.9,Iris-setosa
0.416667,'\'(0.0625-0.1875]\'',4.8,1.4,Iris-setosa
0.75,'\'(0.020833-0.0625]\'',5.1,1.6,Iris-setosa
0.5,'\'(0.020833-0.0625]\'',4.6,1.4,Iris-setosa
0.708333,'\'(0.020833-0.0625]\'',5.3,1.5,Iris-setosa
0.541667,'\'(0.020833-0.0625]\'',5,1.4,Iris-setosa
0.5,'\'(0.520833-0.604167]\'',7,4.7,Iris-versicolor
0.5,'\'(0.520833-0.604167]\'',6.4,4.5,Iris-versicolor
0.458333,'\'(0.520833-0.604167]\'',6.9,4.9,Iris-versicolor
0.125,'\'(0.479167-0.520833]\'',5.5,4,Iris-versicolor
0.333333,'\'(0.520833-0.604167]\'',6.5,4.6,Iris-versicolor
0.333333,'\'(0.479167-0.520833]\'',5.7,4.5,Iris-versicolor
0.541667,'\'(0.604167-0.729167]\'',6.3,4.7,Iris-versicolor
0.166667,'\'(0.1875-0.479167]\'',4.9,3.3,Iris-versicolor
0.375,'\'(0.479167-0.520833]\'',6.6,4.6,Iris-versicolor
0.291667,'\'(0.520833-0.604167]\'',5.2,3.9,Iris-versicolor
0,'\'(0.1875-0.479167]\'',5,3.5,Iris-versicolor
0.416667,'\'(0.520833-0.604167]\'',5.9,4.2,Iris-versicolor
0.083333,'\'(0.1875-0.479167]\'',6,4,Iris-versicolor
0.375,'\'(0.520833-0.604167]\'',6.1,4.7,Iris-versicolor
0.375,'\'(0.479167-0.520833]\'',5.6,3.6,Iris-versicolor
0.458333,'\'(0.520833-0.604167]\'',6.7,4.4,Iris-versicolor
0.416667,'\'(0.520833-0.604167]\'',5.6,4.5,Iris-versicolor
0.291667,'\'(0.1875-0.479167]\'',5.8,4.1,Iris-versicolor
0.083333,'\'(0.520833-0.604167]\'',6.2,4.5,Iris-versicolor
0.208333,'\'(0.1875-0.479167]\'',5.6,3.9,Iris-versicolor
0.5,'\'(0.604167-0.729167]\'',5.9,4.8,Iris-versicolor
0.333333,'\'(0.479167-0.520833]\'',6.1,4,Iris-versicolor
0.208333,'\'(0.520833-0.604167]\'',6.3,4.9,Iris-versicolor
0.333333,'\'(0.1875-0.479167]\'',6.1,4.7,Iris-versicolor
0.375,'\'(0.479167-0.520833]\'',6.4,4.3,Iris-versicolor
0.416667,'\'(0.520833-0.604167]\'',6.6,4.4,Iris-versicolor
0.333333,'\'(0.520833-0.604167]\'',6.8,4.8,Iris-versicolor
0.416667,'\'(0.604167-0.729167]\'',6.7,5,Iris-versicolor
0.375,'\'(0.520833-0.604167]\'',6,4.5,Iris-versicolor
0.25,'\'(0.1875-0.479167]\'',5.7,3.5,Iris-versicolor
0.166667,'\'(0.1875-0.479167]\'',5.5,3.8,Iris-versicolor
0.166667,'\'(0.1875-0.479167]\'',5.5,3.7,Iris-versicolor
0.291667,'\'(0.1875-0.479167]\'',5.8,3.9,Iris-versicolor
0.291667,'\'(0.604167-0.729167]\'',6,5.1,Iris-versicolor
0.416667,'\'(0.520833-0.604167]\'',5.4,4.5,Iris-versicolor
0.583333,'\'(0.604167-0.729167]\'',6,4.5,Iris-versicolor
0.458333,'\'(0.520833-0.604167]\'',6.7,4.7,Iris-versicolor
0.125,'\'(0.479167-0.520833]\'',6.3,4.4,Iris-versicolor
0.416667,'\'(0.479167-0.520833]\'',5.6,4.1,Iris-versicolor
0.208333,'\'(0.479167-0.520833]\'',5.5,4,Iris-versicolor
0.25,'\'(0.1875-0.479167]\'',5.5,4.4,Iris-versicolor
0.416667,'\'(0.520833-0.604167]\'',6.1,4.6,Iris-versicolor
0.25,'\'(0.1875-0.479167]\'',5.8,4,Iris-versicolor
0.125,'\'(0.1875-0.479167]\'',5,3.3,Iris-versicolor
0.291667,'\'(0.479167-0.520833]\'',5.6,4.2,Iris-versicolor
0.416667,'\'(0.1875-0.479167]\'',5.7,4.2,Iris-versicolor
0.375,'\'(0.479167-0.520833]\'',5.7,4.2,Iris-versicolor
0.375,'\'(0.479167-0.520833]\'',6.2,4.3,Iris-versicolor
0.208333,'\'(0.1875-0.479167]\'',5.1,3,Iris-versicolor
0.333333,'\'(0.479167-0.520833]\'',5.7,4.1,Iris-versicolor
0.541667,'\'(0.895833-inf)\'',6.3,6,Iris-virginica
0.291667,'\'(0.729167-0.8125]\'',5.8,5.1,Iris-virginica
0.416667,'\'(0.8125-0.895833]\'',7.1,5.9,Iris-virginica
0.375,'\'(0.604167-0.729167]\'',6.3,5.6,Iris-virginica
0.416667,'\'(0.8125-0.895833]\'',6.5,5.8,Iris-virginica
0.416667,'\'(0.8125-0.895833]\'',7.6,6.6,Iris-virginica
0.208333,'\'(0.604167-0.729167]\'',4.9,4.5,Iris-virginica
0.375,'\'(0.604167-0.729167]\'',7.3,6.3,Iris-virginica
0.208333,'\'(0.604167-0.729167]\'',6.7,5.8,Iris-virginica
0.666667,'\'(0.895833-inf)\'',7.2,6.1,Iris-virginica
0.5,'\'(0.729167-0.8125]\'',6.5,5.1,Iris-virginica
0.291667,'\'(0.729167-0.8125]\'',6.4,5.3,Iris-virginica
0.416667,'\'(0.8125-0.895833]\'',6.8,5.5,Iris-virginica
0.208333,'\'(0.729167-0.8125]\'',5.7,5,Iris-virginica
0.333333,'\'(0.895833-inf)\'',5.8,5.1,Iris-virginica
0.5,'\'(0.895833-inf)\'',6.4,5.3,Iris-virginica
0.416667,'\'(0.604167-0.729167]\'',6.5,5.5,Iris-virginica
0.75,'\'(0.8125-0.895833]\'',7.7,6.7,Iris-virginica
0.25,'\'(0.895833-inf)\'',7.7,6.9,Iris-virginica
0.083333,'\'(0.520833-0.604167]\'',6,5,Iris-virginica
0.5,'\'(0.895833-inf)\'',6.9,5.7,Iris-virginica
0.333333,'\'(0.729167-0.8125]\'',5.6,4.9,Iris-virginica
0.333333,'\'(0.729167-0.8125]\'',7.7,6.7,Iris-virginica
0.291667,'\'(0.604167-0.729167]\'',6.3,4.9,Iris-virginica
0.541667,'\'(0.8125-0.895833]\'',6.7,5.7,Iris-virginica
0.5,'\'(0.604167-0.729167]\'',7.2,6,Iris-virginica
0.333333,'\'(0.604167-0.729167]\'',6.2,4.8,Iris-virginica
0.416667,'\'(0.604167-0.729167]\'',6.1,4.9,Iris-virginica
0.333333,'\'(0.8125-0.895833]\'',6.4,5.6,Iris-virginica
0.416667,'\'(0.604167-0.729167]\'',7.2,5.8,Iris-virginica
0.333333,'\'(0.729167-0.8125]\'',7.4,6.1,Iris-virginica
0.75,'\'(0.729167-0.8125]\'',7.9,6.4,Iris-virginica
0.333333,'\'(0.8125-0.895833]\'',6.4,5.6,Iris-virginica
0.333333,'\'(0.520833-0.604167]\'',6.3,5.1,Iris-virginica
0.25,'\'(0.520833-0.604167]\'',6.1,5.6,Iris-virginica
0.416667,'\'(0.895833-inf)\'',7.7,6.1,Iris-virginica
0.583333,'\'(0.895833-inf)\'',6.3,5.6,Iris-virginica
0.458333,'\'(0.604167-0.729167]\'',6.4,5.5,Iris-virginica
0.416667,'\'(0.604167-0.729167]\'',6,4.8,Iris-virginica
0.458333,'\'(0.8125-0.895833]\'',6.9,5.4,Iris-virginica
0.458333,'\'(0.895833-inf)\'',6.7,5.6,Iris-virginica
0.458333,'\'(0.895833-inf)\'',6.9,5.1,Iris-virginica
0.291667,'\'(0.729167-0.8125]\'',5.8,5.1,Iris-virginica
0.5,'\'(0.895833-inf)\'',6.8,5.9,Iris-virginica
0.541667,'\'(0.895833-inf)\'',6.7,5.7,Iris-virginica
0.416667,'\'(0.895833-inf)\'',6.7,5.2,Iris-virginica
0.208333,'\'(0.729167-0.8125]\'',6.3,5,Iris-virginica
0.416667,'\'(0.729167-0.8125]\'',6.5,5.2,Iris-virginica
0.583333,'\'(0.895833-inf)\'',6.2,5.4,Iris-virginica
0.416667,'\'(0.604167-0.729167]\'',5.9,5.1,Iris-virginica
