@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R3'

@attribute 'filtered-0-unfiltered-unfiltered-sepal length in cm' {'\'(-inf-4.66]\'','\'(4.66-5.02]\'','\'(5.02-5.38]\'','\'(5.38-5.74]\'','\'(5.74-6.1]\'','\'(6.1-6.46]\'','\'(6.46-6.82]\'','\'(6.82-7.18]\'','\'(7.18-7.54]\'','\'(7.54-inf)\''}
@attribute 'unfiltered-filtered-0-unfiltered-petal width in cm' {'\'(-inf-0.34]\'','\'(0.34-0.58]\'','\'(0.58-0.82]\'','\'(0.82-1.06]\'','\'(1.06-1.3]\'','\'(1.3-1.54]\'','\'(1.54-1.78]\'','\'(1.78-2.02]\'','\'(2.02-2.26]\'','\'(2.26-inf)\''}
@attribute 'unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.55]\'','\'(2.55-2.75]\'','\'(2.75-2.85]\'','\'(2.85-2.95]\'','\'(2.95-3.05]\'','\'(3.05-3.15]\'','\'(3.15-3.25]\'','\'(3.25-3.45]\'','\'(3.45-3.75]\'','\'(3.75-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(5.74-6.1]\'','\'(1.06-1.3]\'','\'(2.75-2.85]\'',4,Iris-versicolor
'\'(6.1-6.46]\'','\'(1.3-1.54]\'','\'(-inf-2.55]\'',4.9,Iris-versicolor
'\'(5.74-6.1]\'','\'(1.06-1.3]\'','\'(2.75-2.85]\'',4.7,Iris-versicolor
'\'(6.1-6.46]\'','\'(1.06-1.3]\'','\'(2.85-2.95]\'',4.3,Iris-versicolor
'\'(6.46-6.82]\'','\'(1.3-1.54]\'','\'(2.95-3.05]\'',4.4,Iris-versicolor
'\'(6.46-6.82]\'','\'(1.3-1.54]\'','\'(2.75-2.85]\'',4.8,Iris-versicolor
'\'(6.46-6.82]\'','\'(1.54-1.78]\'','\'(2.95-3.05]\'',5,Iris-versicolor
'\'(5.74-6.1]\'','\'(1.3-1.54]\'','\'(2.85-2.95]\'',4.5,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.82-1.06]\'','\'(2.55-2.75]\'',3.5,Iris-versicolor
'\'(5.38-5.74]\'','\'(1.06-1.3]\'','\'(-inf-2.55]\'',3.8,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.82-1.06]\'','\'(-inf-2.55]\'',3.7,Iris-versicolor
'\'(5.74-6.1]\'','\'(1.06-1.3]\'','\'(2.55-2.75]\'',3.9,Iris-versicolor
'\'(5.74-6.1]\'','\'(1.54-1.78]\'','\'(2.55-2.75]\'',5.1,Iris-versicolor
'\'(5.38-5.74]\'','\'(1.3-1.54]\'','\'(2.95-3.05]\'',4.5,Iris-versicolor
'\'(5.74-6.1]\'','\'(1.54-1.78]\'','\'(3.25-3.45]\'',4.5,Iris-versicolor
'\'(6.46-6.82]\'','\'(1.3-1.54]\'','\'(3.05-3.15]\'',4.7,Iris-versicolor
'\'(6.1-6.46]\'','\'(1.06-1.3]\'','\'(-inf-2.55]\'',4.4,Iris-versicolor
'\'(5.38-5.74]\'','\'(1.06-1.3]\'','\'(2.95-3.05]\'',4.1,Iris-versicolor
'\'(5.38-5.74]\'','\'(1.06-1.3]\'','\'(-inf-2.55]\'',4,Iris-versicolor
'\'(5.38-5.74]\'','\'(1.06-1.3]\'','\'(2.55-2.75]\'',4.4,Iris-versicolor
'\'(5.74-6.1]\'','\'(1.3-1.54]\'','\'(2.95-3.05]\'',4.6,Iris-versicolor
'\'(5.74-6.1]\'','\'(1.06-1.3]\'','\'(2.55-2.75]\'',4,Iris-versicolor
'\'(4.66-5.02]\'','\'(0.82-1.06]\'','\'(-inf-2.55]\'',3.3,Iris-versicolor
'\'(5.38-5.74]\'','\'(1.06-1.3]\'','\'(2.55-2.75]\'',4.2,Iris-versicolor
'\'(5.38-5.74]\'','\'(1.06-1.3]\'','\'(2.95-3.05]\'',4.2,Iris-versicolor
'\'(5.38-5.74]\'','\'(1.06-1.3]\'','\'(2.85-2.95]\'',4.2,Iris-versicolor
'\'(6.1-6.46]\'','\'(1.06-1.3]\'','\'(2.85-2.95]\'',4.3,Iris-versicolor
'\'(5.02-5.38]\'','\'(1.06-1.3]\'','\'(-inf-2.55]\'',3,Iris-versicolor
'\'(5.38-5.74]\'','\'(1.06-1.3]\'','\'(2.75-2.85]\'',4.1,Iris-versicolor
'\'(6.1-6.46]\'','\'(2.26-inf)\'','\'(3.25-3.45]\'',6,Iris-virginica
'\'(5.74-6.1]\'','\'(1.78-2.02]\'','\'(2.55-2.75]\'',5.1,Iris-virginica
'\'(6.82-7.18]\'','\'(2.02-2.26]\'','\'(2.95-3.05]\'',5.9,Iris-virginica
'\'(6.1-6.46]\'','\'(1.78-2.02]\'','\'(2.85-2.95]\'',5.6,Iris-virginica
'\'(6.46-6.82]\'','\'(2.02-2.26]\'','\'(2.95-3.05]\'',5.8,Iris-virginica
'\'(7.54-inf)\'','\'(2.02-2.26]\'','\'(2.95-3.05]\'',6.6,Iris-virginica
'\'(4.66-5.02]\'','\'(1.54-1.78]\'','\'(-inf-2.55]\'',4.5,Iris-virginica
'\'(7.18-7.54]\'','\'(1.78-2.02]\'','\'(2.85-2.95]\'',6.3,Iris-virginica
'\'(6.46-6.82]\'','\'(1.78-2.02]\'','\'(-inf-2.55]\'',5.8,Iris-virginica
'\'(7.18-7.54]\'','\'(2.26-inf)\'','\'(3.45-3.75]\'',6.1,Iris-virginica
'\'(6.46-6.82]\'','\'(1.78-2.02]\'','\'(3.15-3.25]\'',5.1,Iris-virginica
'\'(6.1-6.46]\'','\'(1.78-2.02]\'','\'(2.55-2.75]\'',5.3,Iris-virginica
'\'(6.46-6.82]\'','\'(2.02-2.26]\'','\'(2.95-3.05]\'',5.5,Iris-virginica
'\'(5.38-5.74]\'','\'(1.78-2.02]\'','\'(-inf-2.55]\'',5,Iris-virginica
'\'(5.74-6.1]\'','\'(2.26-inf)\'','\'(2.75-2.85]\'',5.1,Iris-virginica
'\'(6.1-6.46]\'','\'(2.26-inf)\'','\'(3.15-3.25]\'',5.3,Iris-virginica
'\'(6.46-6.82]\'','\'(1.78-2.02]\'','\'(2.95-3.05]\'',5.5,Iris-virginica
'\'(7.54-inf)\'','\'(2.02-2.26]\'','\'(3.75-inf)\'',6.7,Iris-virginica
'\'(7.54-inf)\'','\'(2.26-inf)\'','\'(2.55-2.75]\'',6.9,Iris-virginica
'\'(5.74-6.1]\'','\'(1.3-1.54]\'','\'(-inf-2.55]\'',5,Iris-virginica
'\'(6.82-7.18]\'','\'(2.26-inf)\'','\'(3.15-3.25]\'',5.7,Iris-virginica
'\'(5.38-5.74]\'','\'(1.78-2.02]\'','\'(2.75-2.85]\'',4.9,Iris-virginica
'\'(7.54-inf)\'','\'(1.78-2.02]\'','\'(2.75-2.85]\'',6.7,Iris-virginica
'\'(6.1-6.46]\'','\'(1.78-2.02]\'','\'(2.55-2.75]\'',4.9,Iris-virginica
'\'(6.46-6.82]\'','\'(2.02-2.26]\'','\'(3.25-3.45]\'',5.7,Iris-virginica
'\'(7.18-7.54]\'','\'(1.78-2.02]\'','\'(3.15-3.25]\'',6,Iris-virginica
'\'(6.1-6.46]\'','\'(1.78-2.02]\'','\'(2.75-2.85]\'',4.8,Iris-virginica
'\'(5.74-6.1]\'','\'(1.78-2.02]\'','\'(2.95-3.05]\'',4.9,Iris-virginica
'\'(6.1-6.46]\'','\'(2.02-2.26]\'','\'(2.75-2.85]\'',5.6,Iris-virginica
'\'(7.18-7.54]\'','\'(1.54-1.78]\'','\'(2.95-3.05]\'',5.8,Iris-virginica
'\'(7.18-7.54]\'','\'(1.78-2.02]\'','\'(2.75-2.85]\'',6.1,Iris-virginica
'\'(7.54-inf)\'','\'(1.78-2.02]\'','\'(3.75-inf)\'',6.4,Iris-virginica
'\'(6.1-6.46]\'','\'(2.02-2.26]\'','\'(2.75-2.85]\'',5.6,Iris-virginica
'\'(6.1-6.46]\'','\'(1.3-1.54]\'','\'(2.75-2.85]\'',5.1,Iris-virginica
'\'(5.74-6.1]\'','\'(1.3-1.54]\'','\'(2.55-2.75]\'',5.6,Iris-virginica
'\'(7.54-inf)\'','\'(2.26-inf)\'','\'(2.95-3.05]\'',6.1,Iris-virginica
'\'(6.1-6.46]\'','\'(2.26-inf)\'','\'(3.25-3.45]\'',5.6,Iris-virginica
'\'(6.1-6.46]\'','\'(1.78-2.02]\'','\'(3.05-3.15]\'',5.5,Iris-virginica
'\'(5.74-6.1]\'','\'(1.78-2.02]\'','\'(2.95-3.05]\'',4.8,Iris-virginica
'\'(6.82-7.18]\'','\'(2.02-2.26]\'','\'(3.05-3.15]\'',5.4,Iris-virginica
'\'(6.46-6.82]\'','\'(2.26-inf)\'','\'(3.05-3.15]\'',5.6,Iris-virginica
'\'(6.82-7.18]\'','\'(2.26-inf)\'','\'(3.05-3.15]\'',5.1,Iris-virginica
'\'(5.74-6.1]\'','\'(1.78-2.02]\'','\'(2.55-2.75]\'',5.1,Iris-virginica
'\'(6.46-6.82]\'','\'(2.26-inf)\'','\'(3.15-3.25]\'',5.9,Iris-virginica
'\'(6.46-6.82]\'','\'(2.26-inf)\'','\'(3.25-3.45]\'',5.7,Iris-virginica
'\'(6.46-6.82]\'','\'(2.26-inf)\'','\'(2.95-3.05]\'',5.2,Iris-virginica
'\'(6.1-6.46]\'','\'(1.78-2.02]\'','\'(-inf-2.55]\'',5,Iris-virginica
'\'(6.46-6.82]\'','\'(1.78-2.02]\'','\'(2.95-3.05]\'',5.2,Iris-virginica
'\'(6.1-6.46]\'','\'(2.26-inf)\'','\'(3.25-3.45]\'',5.4,Iris-virginica
'\'(5.74-6.1]\'','\'(1.78-2.02]\'','\'(2.95-3.05]\'',5.1,Iris-virginica
